 Fm-3m             225
 Lattice constants :
    a          b          c         alpha      beta       gamma      volume
    4.07890    4.07890    4.07890   90.00000   90.00000   90.00000    67.8624    

 Metric Tensor     :
      16.63743      0.00000      0.00000
       0.00000     16.63743      0.00000
       0.00000      0.00000     16.63743

 Reciprocal Lattice constants :
    a*         b*         c*        alpha*     beta*      gamma*     volume
    0.24516    0.24516    0.24516   90.00000   90.00000   90.00000   0.147357E-01

 Reciprocal metric tensor     : 
       0.06011     -0.00000     -0.00000
      -0.00000      0.06011     -0.00000
      -0.00000     -0.00000      0.06011

 Found neighbours (quick more = F periodic boundaries (x,y,z) = F F F ) 
   Position of search center   :     8.000      4.000     -7.000
   Search radius [A]           :    15.000
   Unit cell and site          :   10   10   10 /   1
   Atom index                  :     25327 (AU(1)    )

    #   atom    name     dist [A]            pos                cell     site
   --------------------------------------------------------------------------
   247  21973   AU(1)        9.99    7.00    6.00   -8.00   35   1   9    1
   248  29354   AU(1)        9.99    9.00    6.00   -6.00   25  27  11    2
   249  25580   AU(1)       10.40    6.50    6.00   -6.50   25  13  10    2
   250  25592   AU(1)       10.40    9.50    6.00   -6.50   31  13  10    2
   251  29095   AU(1)       10.40   10.00    4.50   -5.50    7  24  11    1
   252  14999   AU(1)       10.40    8.00    3.50   -9.50   26  18   6    1
   253  33000   AU(1)       10.40    9.50    4.50   -5.00   35   2  13    2
   254  18187   AU(1)       10.40    9.50    3.50   -9.00   29  24   7    1
   255  18298   AU(1)       10.40    6.00    4.50   -8.50   10  26   7    2
   256  29348   AU(1)       10.40    7.50    6.00   -5.50   22  27  11    2
   257  21734   AU(1)       10.40   10.50    4.00   -7.50   26  35   8    2
   258  21983   AU(1)       10.40    9.50    6.00   -7.50    3   2   9    1
   259  25065   AU(1)       10.40    9.50    2.00   -6.50   27   6  10    1
   260  25451   AU(1)       10.40    6.00    5.50   -6.50   35  11  10    1
   261  32861   AU(1)       10.40    9.50    3.50   -5.00    3   1  13    1
   262  25589   AU(1)       10.40    8.50    6.50   -7.00   30  13  10    1
   263  18051   AU(1)       10.40    7.50    2.00   -8.50   35  22   7    1
   264  18173   AU(1)       10.40    6.00    3.50   -8.50   22  24   7    1
   265  21971   AU(1)       10.40    6.50    6.00   -7.50   34   1   9    1
   266  21714   AU(1)       10.40    5.50    4.00   -7.50   16  35   8    2
   267  32855   AU(1)       10.40    8.00    3.50   -4.50   37  37  12    1
   268  21861   AU(1)       10.40   10.00    5.50   -7.50   16  37   8    1
   269  21978   AU(1)       10.40    8.00    6.50   -7.50   37   1   9    2
   270  25467   AU(1)       10.40   10.00    5.50   -6.50    6  12  10    1
   271  18189   AU(1)       10.40   10.00    3.50   -8.50   30  24   7    1
   272  18052   AU(1)       10.40    7.50    2.50   -9.00   35  22   7    2
   273  25585   AU(1)       10.40    7.50    6.50   -7.00   28  13  10    1
   274  18055   AU(1)       10.40    8.50    2.00   -8.50   37  22   7    1
   275  25587   AU(1)       10.40    8.00    6.50   -6.50   29  13  10    1
   276  18056   AU(1)       10.40    8.50    2.50   -9.00   37  22   7    2
   277  18175   AU(1)       10.40    6.50    3.50   -9.00   23  24   7    1
   278  18548   AU(1)       10.40    7.50    6.00   -8.50   24  29   7    2
   279  32988   AU(1)       10.40    6.50    4.50   -5.00   29   2  13    2
   280  15121   AU(1)       10.40    8.50    4.00   -9.50   13  20   6    1
   281  25068   AU(1)       10.40   10.00    2.50   -6.50   28   6  10    2
   282  18428   AU(1)       10.40    7.50    5.50   -9.00    1  28   7    2
   283  18432   AU(1)       10.40    8.50    5.50   -9.00    3  28   7    2
   284  32716   AU(1)       10.40    8.50    2.50   -5.00    4  36  12    2
   285  28959   AU(1)       10.40   10.00    3.50   -5.50   13  22  11    1
   286  21330   AU(1)       10.40    8.00    1.50   -7.50    9  30   8    2
   287  15120   AU(1)       10.40    8.00    4.50   -9.50   12  20   6    2
   288  25185   AU(1)       10.40    5.50    3.50   -7.00   13   8  10    1
   289  18300   AU(1)       10.40    6.50    4.50   -9.00   11  26   7    2
   290  18552   AU(1)       10.40    8.50    6.00   -8.50   26  29   7    2
   291  32849   AU(1)       10.40    6.50    3.50   -5.00   34  37  12    1
   292  25205   AU(1)       10.40   10.50    3.50   -7.00   23   8  10    1
   293  25317   AU(1)       10.40    5.50    4.00   -6.50    5  10  10    1
   294  25053   AU(1)       10.40    6.50    2.00   -6.50   21   6  10    1
   295  25318   AU(1)       10.40    5.50    4.50   -7.00    5  10  10    2
   296  28810   AU(1)       10.40    7.50    2.00   -5.50   12  20  11    2
   297  28943   AU(1)       10.40    6.00    3.50   -5.50    5  22  11    1
   298  28814   AU(1)       10.40    8.50    2.00   -5.50   14  20  11    2
   299  32991   AU(1)       10.40    7.50    4.00   -4.50   31   2  13    1
   300  33132   AU(1)       10.40    8.50    5.50   -5.00   27   4  13    2
   301  21467   AU(1)       10.40    9.50    2.00   -7.50    4  32   8    1
   302  32995   AU(1)       10.40    8.50    4.00   -4.50   33   2  13    1
   303  18312   AU(1)       10.40    9.50    4.50   -9.00   17  26   7    2
   304  21845   AU(1)       10.40    6.00    5.50   -7.50    8  37   8    1
   305  18314   AU(1)       10.40   10.00    4.50   -8.50   18  26   7    2
